categoryid,parentid,categoryname,categoryorder,categoryvisible,alternateurl,lastmodified,category_displaymode,subcategory_displaymode1,subcategory_displaymode2,display_columns,display_rows,display_showlistprice,display_showsaleprice,display_showyousave,display_showdescriptionshort,display_showdescription,display_showstockstatus,display_showavailability,display_featuredproductsonly,subcategory_displaymode2_columns,rootid,metatag_title,metatag_description,default_sortby,link_title_tag,lastmodby,category_graphic_placement,subcategory_displaycolumns,filtercategory,auto_maintained_optioncatid,auto_maintained_optionid,private_section_customers_only,categorydescriptionshort,categorydescription,metatag_keywords,categorydescription_belowproducts,custom_where_clause,custom_metatags_override,alternateurl_opennewwindow,hidden,display_showpoints,vcompareoptout,breadcrumb,subcategory_displaymode1_responsive,subcategory_displaycolumns_responsive,category_displaymode_responsive,display_columns_responsive,subcategory_displaymode2_responsive,vendorcategory
376,268,Spa Table Linens,6,,,10/29/2015 11:44,,,,,10,N,N,N,N,N,N,N,N,,268,,,Popularity,,1,,,N,,,N,,,,,,,N,N,N,N,Spa Furniture & Massage,,3,7,4,,
378,268,Trolleys & Carts,13,,,10/11/2015 08:05,,,,,10,N,N,N,N,N,N,N,N,,268,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Spa Furniture & Massage,,3,7,4,,
379,269,Make-up & Wax Chairs,1,,,11/21/2015 06:31,,,,,10,N,N,N,N,N,N,N,N,,269,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Make-up & Waxing,,3,7,4,,
380,269,Make-up Mirrors,3,,,9/7/2015 10:42,,,,,10,N,N,N,N,N,N,N,N,,269,Make-up Mirrors,"Table top and wall mount make-up mirrors for hair salons and beauty salons including electric makeup mirrors, hand held makeup mirrors, make-up mirrors with LED lighting and mirrors with lighting",,Make-up Mirrors,1,,,N,,,N,,,"make-up mirrors with LED lighting, make-up mirrors with LED lights, make-up mirrors with LED, make-up mirrors, makeup mirrors, table top make-up mirrors, table top makeup mirrors, electric make-up mirrors, electric makeup mirrors, wall mount makeup mirrors with lighting, wall mount make-up mirrors with lighting",,,,N,N,N,N,Make-up & Waxing,,3,7,4,,
381,269,Make-up Stations,2,1,,7/26/2015 15:55,,,,,10,N,N,N,N,N,N,N,N,,269,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Make-up & Waxing,,3,7,4,,
382,269,Make-up Stools,1,,,8/25/2015 16:52,,,,,10,N,N,N,N,N,N,N,N,,269,Make-up Guest Stools,Make-up Stools,,Make-up Guest Stools,1,,,N,,,N,,,,,,,N,N,N,N,Make-up & Waxing,,3,7,4,,
383,270,Task Lamps,,,,9/11/2015 09:24,,,,,,,,,,,,,,,270,Manicure Task Lamps,Manicure task lamps and nail table desk task lamp including a large variety for salons and spas including modern and stainless steel UV and LED Table lamps,,Manicure Nail Task & LED Desk Lamp,1,,,N,,,N,,,"manicure task lamp, LED manicure task lamp, LED manicure light, LED mani light, LED task light for manicure, LED desk lamp for manicure",,,,N,N,,N,Manicure,,3,,3,,
384,270,Manicure Tables,,,,9/20/2015 14:38,,,,,10,N,N,N,N,N,N,N,N,,270,Manicure Tables & Desks,"Modern and stylish manicure tables and desks including wood manicure tables, decorative mani tables and fashionable manicure desks for nail salons and spas made in the USA.",,Manicure Tables and Desks,1,,,N,,,N,,,"mani tables, manicure tables, manicure desks, mani desks, modern manicure tables, modern manicure desks, wood manicure tables, decorative manicure tables, fashionable manicure tables, fashionable manicure desks, decorative manicure desks, wood manicure desks",,,,N,N,N,N,Manicure,,3,7,4,,
385,270,Manicure Banquettes,,,,11/7/2015 18:55,,,,,10,N,N,N,N,N,N,N,N,,270,Manicure Banquettes & Benches,Modern and fashionable manicure benches and banquettes made in the USA including built-in manicure benches and built in upholstered manicure banquettes in custom colors and finishes,,Manicure Banquettes & Benches,1,,,N,,,N,,,"Manicure Bench, Manicure Banquette, Built in manicure banquette, built-in manicure bench, nail table bench, nail table banquette, custom manicure banquette, custom manicure bench, upholstered manicure bench, upholstered manicure banquette, modern manicure bench, modern manicure banquette",,,,N,N,N,N,Manicure,,3,7,4,,
386,270,Guest Chairs,,,,6/20/2015 09:35,,,,,10,N,N,N,N,N,N,N,N,,270,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Manicure,,3,7,4,,
387,270,Nail Dry Stations,,,,9/20/2015 08:30,,,,,10,N,N,N,N,N,N,N,N,,270,Nail Dry Stations,Modern and styling nail drying station with UV light and fans built into nail dry station for nail salons and spas.,,Nail Dry Stations,1,,,N,,,N,,,"Nail Dry Station, Nail Drying Station, UV nail dry station, nail dry station with fans, UV nail drying station,",,,,N,N,N,N,Manicure,,3,7,4,,
388,270,Manicure Tech Stools,,,,3/13/2018 13:21,,,,,10,N,N,N,N,N,N,N,N,,270,Manicure Technician Stool,Modern and stylish manicure tech stools and mani technician chairs for today's nail salon made in the USA.,Manufacturer,Manicure Technician Stool & Tech Chairs,1,,,N,,,N,,,"manicure tech stool, manicure tech chair, mani tech stool, mani tech chair, nail tech stool, nail tech chair",,,,N,N,N,N,Manicure,,3,7,4,,
389,270,Nail Polish Displays,,,,9/20/2015 08:29,,,,,10,N,N,N,N,N,N,N,N,,270,Nail Polish Display,"Modern and stylish nail polish display for nail salons and spas including wood, metal, glass and decorative nail polish displays.",,Nail Polish Display,1,,,N,,,N,,,"modern nail polish display, stylish nail polish display, wood nail polish display, metal nail polish display, decorative nail polish display, wood polish display, metal polish display, decorative polish display",,,,N,N,N,N,Manicure,,3,7,4,,
390,271,Pedicure Benches,,,,2/11/2016 06:30,,,,,10,N,N,N,N,N,N,N,N,,271,Pedicure Benches,"Fashionable pedicure benches for today's salon and spa including custom designs, pedicure bench ideas and pedicure benches made in the USA",,Pedicure Benches Custom Design,1,,,N,,,N,,,"pedicure benches, custom design pedicure benches, custom pedicure benches, pedicure bench, pedicure bench design, pedicure bench ideas, pedicure benches made in the USA",,,,N,N,N,N,Pedicure Furniture,,3,7,4,,
391,271,Spa Pedicure Chairs,0,,,9/28/2015 20:06,,,,,10,N,N,N,N,N,N,N,N,,271,Spa Pedicure Chairs,"Hospitality-inspired gorgeous spa pedicure chairs with cutting edge technology, custom fabrics, pipe-less jets and made in the USA with quality pedicure materials and spa finishes.",Title,Spa Pedicure Chairs Custom Design,1,,,N,,,N,,,"spa pedicure chairs, pedicure chairs, custom pedicure chairs, modern pedicure chairs, gorgeous pedicure chairs, pedicure chairs with pipe-less jets, spa pedicure chairs made in the USA",,,,N,N,N,N,Pedicure Furniture,,3,7,4,,
392,271,Pedicure Sinks,2,,,3/8/2016 09:27,,,,,10,N,N,N,N,N,N,N,N,,271,Pedicure Sinks & Bowls,"Gorgeous, modern spa pedicure sinks for nail spas and salons including pedicure sinks with magnajet pipeless sink technology, pedicure bowls, pedicure basins with LED color changing lights and jetless sink options.",PriceLow,Pedicure Sinks & Bowls,1,,,N,,,N,,,"Pedicure Sinks, Pedicure Bowls, spa pedicure sinks, pedicure basins, jetless pedicure sinks, modern pedicure sinks, magnajet pedicure sink, pedicure basin",,,,N,N,N,N,Pedicure Furniture,,3,7,4,,
393,271,Pedicure Carts,1,,,9/20/2015 08:06,,,,,10,N,N,N,N,N,N,N,N,,271,Pedicure Carts,"Pedicure carts made in the USA including pedi carts, custom pedicure carts, unique pedicure carts and fashionable pedicure carts for today's salon and spa",,Pedicure & Pedi Carts,1,,,N,,,N,,,"pedicure carts, pedi carts, custom pedicure carts, custom pedi carts, unique pedi carts, unique pedicure carts, fashionable pedi carts, fashionable pedicure carts",,,,N,N,N,N,Pedicure Furniture,,3,7,4,,
394,271,Pedicure Tech Stools,1,,,2/2/2017 13:05,,,,,10,N,N,N,N,N,N,N,N,,271,Pedicure Tech Stools,,Manufacturer,Pedicure Technician Stool,1,,,N,,,N,,,"pedicure tech stools, pedi stools, pedicure stools, pedi tech stools",,,,N,N,N,N,Pedicure Furniture,,3,7,4,,
395,274,Lounge Chairs,,,,6/21/2015 14:05,,,,,10,N,N,N,N,N,N,N,N,,274,,,Manufacturer,,1,,,N,,,N,,,,,,,N,N,N,N,Seating,,3,7,4,,
396,274,Guest Chairs,,,,6/21/2015 14:03,,,,,10,N,N,N,N,N,N,N,N,,274,,,Manufacturer,,1,,,N,,,N,,,,,,,N,N,N,N,Seating,,3,7,4,,
397,274,Banquettes,,,,11/7/2015 18:54,,,,,10,N,N,N,N,N,N,N,N,,274,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Seating,,3,7,4,,
398,274,Counter & Bar,,,,8/21/2015 02:58,,,,,10,N,N,N,N,N,N,N,N,,274,Counter & Bar Stools,,PriceLow,Counter & Bar Stools,1,,,N,,,N,,,,,,,N,N,N,N,Seating,,3,7,4,,
399,274,Office Chairs,,,,6/20/2015 09:29,,,,,10,N,N,N,N,N,N,N,N,,274,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Seating,,3,7,4,,
400,274,Tech Stools,,,,8/30/2015 10:45,,,,,10,N,N,N,N,N,N,N,N,,274,Salon Technician Stools,"High quality, comfortable technician stools for the today's hair salon including ergonomic tech stools, cosmetic stools and salon tech stools.",Manufacturer,Hair Salon Technician Stools,1,,,N,,,N,,,"Salon tech stools, salon technician stools, comfortable salon stools, ergonomic salon stools ,ergonomic tech stools",,,,N,N,N,N,Seating,,3,7,4,,
401,274,Vanity Stools,,,,6/22/2015 09:34,,,,,10,N,N,N,N,N,N,N,N,,274,,,Manufacturer,,1,,,N,,,N,,,,,,,N,N,N,N,Seating,,3,7,4,,
402,275,Shampoo Wellness,0,,,7/15/2015 18:03,,,,,10,N,N,N,N,N,N,N,N,,275,Shampoo Wellness Backwash Systems,"Comfort, wellness, quality and performance built into backwash shampoo systems for hair washing and well-being includes pleasurable hair washing shampoo equipment with relaxing and rejuvenating air flow massage for toning, lymphatic drainage & more.",Title,Shampoo Wellness Backwash Systems,1,,,N,,,N,,,"shampoo backwash systems, shampoo backwash, comfortable hair wash stations, comfortable shampoo backwash, wellness shampoo, shampoo wellness, shampoo with massage, massage shampoo stations",,,,N,N,N,N,Shampoo,,3,7,4,,
404,264,Shampoo,5,,http://www.salondesign.luxury/category-s/275.htm,11/18/2015 13:56,,,,,10,N,N,N,N,N,N,N,N,,264,,,Manufacturer,,1,,,N,,,N,,,,,,,N,N,N,N,Styling Area,,3,7,4,,
405,324,Salon Lighting,2,,,9/24/2015 10:52,,,,,10,N,N,N,N,N,N,N,N,,324,Beauty Lite Salon LED Lighting,"Exceptional LED beauty salon lighting for salon and spa interiors including LED downlight and LED salon light fixtures with perfect beam spread, optics, color corrective and warm and daylight lighting options.",,Hair Salon and Beauty Lite LED Lighting,1,,,N,,,N,,,"salon lighting, salon LED lighting, high quality salon LED lights, LED lights for salon, salon LED downlight, salon LED can light fixture, salon light fixtures, salon LED light fixtures, daylight lighting for salons",,,,N,N,N,N,Salon Lighting,,3,7,4,,
406,271,Pedicure Sink Vanities,2,,,9/11/2015 13:17,,,,,10,N,N,N,N,N,N,N,N,,271,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Pedicure Furniture,,3,7,4,,
407,107,Feature Projects,7,1,,2/17/2018 11:13,,,,,,,,,,,,,,,107,Salon Interior Designs,"Michele Pelafas, Inc. is a one-stop interior design and manufacturing company for salon interior design and spa interior design. We offer guidance, imagination, solutions and practicality as we design, develop, and build every detail of your space.",,Hair Salon & Beauty Interior Designs,1,,,N,,,N,,"<script></script><style>	/* give full-width*/	main > .container {		width: 100%;		padding: 0;	}	main > .container > .row {		margin-left: 0;		margin-right: 0;	}	main > .container > .row .col-lg-10 {		padding: 0;		width: 100%;	}	/* REMOVE SIDEBAR ON LANDING PAGES*/	.category main > .container > .row > .col-md-3 {		display: none;	}                .category main > .container > .row #content_area {              padding: 0;        }.interior .interior-hero {    background-image: url('/v/vspfiles/templates/salondesign/images/Interior/FeaturedProjects9115.jpg');    background-position: center;}</style><div class=""interior"">	<div class=""interior-hero"">		<!-- Background image -->		<div class=""slogan text-center"">			<!-- slogan text -->			<h1>We find Inspiration everywhere</h1>			<hr/>			<p>				Yet our clients inspire us the most with their visions for their business allowing us to push the boundaries <br>from conventional design to the unconventional.			</p>		</div>	</div>	<div class=""interior-content"">		<!-- main content -->		<header>		<h1>WE DEFINE LUXURY IN DESIGN WITH PERSONAL EXPERIENCES, CUSTOMIZATION AND MOST OF ALL RELATIONSHIPS.</h1>		</header>		<!-- Two columns in desktop -->		<div class=""interior-body"">			<div class=""interior-left col-md-6"">				<article>				<picture>				<source media=""(min-width: 320px) and (max-width: 420px)"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured1Mobile.jpg"">				<source media=""(min-width: 426px) and (max-width: 991px)"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured1Tablet.jpg"">				<source srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured1.jpg"">				<!-- FALLBACK -->				<img class=""img-responsive"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured1.jpg""/>                                 <!-- <img class=""img-responsive"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured1Tablet.jpg/> -->				</picture>				<section>				<h1>JOSE EBER SALON, MILLBURN, NEW JERSEY</h1>				<p>					Jose Eber is arguably the most recognized hairstylist in the world with his hands in the hair of Hollywood’s most beloved stars and having the opportunity to work with Jose’s nephew and creative director, Yoav Tauber and the whole team in New Jersey was an amazing experience.   For this project we designed and produced the key custom furnishings including banquettes, reception desks, make-up stations, pedicure benches, nail tables, blow dry bar, color bar, back bars and dispensaries.   These gorgeous pieces were all hand crafted and finished in a high gloss white lacquer finish in our facility near Chicago, IL.</a> 				</p>				<hr/>				</section>				</article>				<article>				<picture>				<source media=""(min-width: 320px) and (max-width: 420px) "" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured2Mobile.jpg"">				<source media=""(min-width: 426px) and (max-width: 991px)"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured2Tablet.jpg"">				<source srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured2.jpg"">				<!-- FALLBACK -->				<img class=""img-responsive"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured2.jpg""/>				</picture>				<section>				<h1>WHOLE FOODS MARKET, MILK & HONEY SPA, BOSTON, MA</h1>				<p>					Our goal and directive for this new spa for the world’s leading grocery store in natural and organic foods, was to create an eco-friendly design that fit the Whole Foods Market brand while integrating sustainability, functionality and style.  To accomplish this, we fused a modern mix of bamboo, solid surface, earth-friendly veneers and faux leathers that could withstand daily wear and tear on all of the custom spa furniture installed for the successful launch of this new business category.  The new design found in the Ink Block District of Boston is raw, urban, uber hip and very happening.  Check it out!  </a>				</p>				<hr/>				</section>				</article>				<article>				<picture>				<source media=""(min-width: 320px) and (max-width: 420px) "" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured3Mobile.jpg"">				<source media=""(min-width: 426px) and (max-width: 991px)"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured3Tablet.jpg"">				<source srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured3.jpg"">				<!-- FALLBACK -->				<img class=""img-responsive"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/left-featured3.jpg""/>				</picture>				<section>				<h1>THE PAINTED NAIL, HOLLYWOOD, CA</h1>				<p>					We are a huge fan of nail celeb, Katie Cazorla and we could not have been more excited for her visit to our showroom and to work with her on the design of her custom pedicure seating and nail bar for her newest location at the W Hotel in the heart of Hollywood.  In between her TV appearances and latest business ventures, she balances this successful bustling nail salon environment that offers only the finest in quality nail services and products within the walls of this fabulous and glamorous space dripping with chandeliers, sophisticated fabrics and old Hollywood charm.</a>				</p>				</section>				</article>							</div>			<div class=""interior-right col-md-6"">				<article>				<picture>				<source media=""(min-width: 320px) and (max-width: 420px) "" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured1Mobile.jpg"">				<source media=""(min-width: 426px) and (max-width: 991px)"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured1Tablet.jpg"">				<source srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured1.jpg"">				<!-- FALLBACK -->				<img class=""img-responsive"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured1.jpg""/>				</picture>				<section>				<h1>ANGELO DAVID SALON, NEW YORK, NY</h1>				<p>					Celebrity New York City stylist Angelo David Pisacreta, known for his couture custom hair and hair extensions hired Michele Pelafas, Inc to create his newest location on Madison Avenue.  With this exclusive salon design, every detail was developed to enhance a certain level of privacy, provide comfort and engage the guest with VIP Suites, private consultation rooms and a beauty concierge department.  The space is sophisticated, modern, timeless, upbeat and fashion-forward with an “overall look and feel” found in hospitality.  Look for designer touches throughout the space including custom seating, fabrics and furnishings that can only be found on Madison Avenue.</a>				</p>				</section>				<hr/>				</article>				<article>				<picture>				<source media=""(min-width: 320px) and (max-width: 420px) "" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured2Mobile.jpg"">				<source media=""(min-width: 426px) and (max-width: 991px)"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured2Tablet.jpg"">				<source srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured2.jpg"">				<!-- FALLBACK -->				<img class=""img-responsive"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured2.jpg""/>				</picture>				<section>				<h1>NAAVA SALON & SPA, AUSTIN, TX</h1>				<p>					Owners Steve and Vaida Chodniewicz’s goal was to be Austin’s premier salon and spa where their customers always leave looking and feeling beautiful with the new design of their latest location in Austin.  To accomplish this, we worked closely with the owners to design & develop the overall look and feel and the significant details in every facet of the design process.  The end result is a space has a sleek modern loft appearance with accents of white and grey stone, bold abstract wall coverings, simply patterned fabrics, and natural walnut millwork.  The combination perfectly complements the salon’s downtown brand and is both beautiful and functional.</a>				</p>				</section>				<hr/>				</article>				<article>				<picture>				<source media=""(min-width: 320px) and (max-width: 420px) "" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured3Mobile.jpg"">				<source media=""(min-width: 426px) and (max-width: 991px)"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured3Tablet.jpg"">				<source srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured3.jpg"">				<!-- FALLBACK -->				<img class=""img-responsive"" srcset=""/v/vspfiles/templates/salondesign/images/Interior/right-featured3.jpg""/>				</picture>				<section>				<h1>REJUV SKIN & LASER CLINIC, MEDICAL SPA, FARGO, ND</h1>				<p>					Rejuv medical spa, skin and laser clinic is one of largest and leading medical spas in the US.  Upon expanding and making a decision to move their business to a free-standing 5,000 square foot building, they enlisted Michele Pelafas, Inc to design and develop the interior for form, fashion and functionality.  The process began with conceptual designs and lead to the creation of every unique interior detail from lighting and finishes to custom furnishings and millwork.  We then went to production for the cabinets, seating and draperies for this gorgeous interior.  Their opening slated for June 2015.</a> 				</p>				</section>				</article>											</div>		</div>		<footer>		<hr/>		<p>			The journey you will take to build a successful interior calls for skill and experience.  We have that and more.  We offer guidance, imagination, solutions and practicality as we design and develop every detail, every room and every perspective from floor to ceiling for your unique project requirements and your specific vision.  We provide exceptional customer service and a seamless integration of design-build from start to finish.  Begin with us!		</p>		</footer>	</div></div>","design and build manufacturing company, salon and spa interior designers, spa interior design consultant, salon interior design consultant, hair salon design, hair salon decor, beauty salon",,,,N,N,,N,Interior Design,,3,,3,,
408,269,Waxing Tables,0,,,3/15/2018 18:32,,,,,10,N,N,N,N,N,N,N,N,,269,Salon Waxing Tables Chairs,"High quality, stylish salon waxing tables and waxing chairs available online with a large selection of functional and modern waxing tables and chairs that are guaranteed and designer backed.",PriceLow,Waxing Tables Beds Beauty Chairs,1,,,N,,,N,,,"salon waxing tables, waxing tables, waxing beds, waxing chairs, wax beds, wax chairs, wax tables, salon wax tables, salon wax beds, salon wax chairs",,,,N,N,N,N,Make-up & Waxing,,3,7,4,,
410,373,Facial Tables & Chairs,1,,,3/15/2018 18:35,,,,,10,N,N,N,N,N,N,N,N,,373,Facial Tables & Beds,"High quality, comfortable and modern professional facial tables and esthetician beds for today's salon and spa including adjustable height facial tables, facial chairs and beds, electric beds and tables and hydraulic pump lifts for facial treatments.",PriceLow,Facial Tables & Esthetician Beds,1,,,N,,,N,,,"facial tables, facial beds, esthetician tables, esthetician beds, facial chairs, esthetician chairs, hydraulic facial tables, electric facial tables, adjustable height facial tables, hydraulic facial beds, hydraulic facial chairs, high quality facial tables, comfortable facial tables, modern facial tables, professional facial tables, professional facial beds",,,,N,N,N,N,Skincare & Facial,,3,7,4,,
411,373,Therapist Stools,1,,,3/13/2018 08:49,,,,,10,N,N,N,N,N,N,N,N,,373,Esthetician Technician Stools,High quality and comfortable esthetician stools for facial and skincare departments including ergonomic and adjustable tech stools with a wide variety of support and options.,PriceHigh,Esthetician Technician Stools,1,,,N,,,N,,,"esthetician stools, tech stools, facial stools, skincare stools, ergonomic facial stools, comfortable facial stools, ergonomic esthetician stools, skincare tech stool",,,,N,N,N,N,Skincare & Facial,,3,7,4,,
412,373,Skincare Machines,0,,,8/30/2015 13:54,,,,,10,N,N,N,N,N,N,N,N,,373,Skincare Facial Machines & Equipment,"Skincare, beauty and facial machines and instruments including high frequency units, galvanic, combination facial equipment, ultasound, facial rotary brushes, scrubbers, vacuum and spray, professional combo facial machines.",,Skincare Beauty Facial Machines Equipment,1,,,N,,,N,,,"skincare machines, skincare equipment, skincare instruments, skincare high frequency, skincare equipment combo units, facial machines, facial equipment, facial instruments, facial high frequency units, facial equipment combo units, facial vac and spray, facial rotary brush",,,,N,N,N,N,Skincare & Facial,,3,7,4,,
413,373,Lamps & Infrared,1,,,8/30/2015 13:11,,,,,10,N,N,N,N,N,N,N,N,,373,Magnifying Lamps & Infrared,"Professional esthetician magnifying lamps, infrared lamps including three 3 dioptre, fluorescent, LED, infrared, ultraviolet woods lamp, five 5 dioptre mag lamps on stand and clamp.",,Professional Magnifying Lamps & Infrared,1,,,N,,,N,,,"mag lamp, magnifying lamp, three dioptre mag lamp, five dioptre mag lamp, fluorescent mag lamp, LED mag lamp, LED magnifying lamp, fluorescent magnifying lamp, mag lamp on stand, magnifying lamp on stand",,,,N,N,N,N,Skincare & Facial,,3,7,4,,
414,373,Trolleys & Carts,1,,,3/15/2018 11:19,,,,,10,N,N,N,N,N,N,N,N,,373,Beauty Trolleys & Carts,Functional and modern esthetician and treatment room carts for spa and beauty including portable carts and facial equipment trolleys and carts,Popularity,Spa Beauty Esthetician Trolleys & Carts,1,,,N,,,N,,"<h1 style=""background-color: rgb(255, 255, 255);""></h1>","beauty trolley, spa trolley, esthetican trolley, salon equipment trolley, spa equipment trolley, facial trolley, facial cart, spa equipment cart, esthetician cart, spa cart, beauty cart",,,,N,N,N,N,Skincare & Facial,,3,7,4,,
415,373,Premium Steamer,1,,,4/9/2018 08:54,,,,,10,N,N,N,N,N,N,N,N,,373,Premium Quality Facial Steamer Equipment,"Michele Pelafas endorses only the best and most high quality premium quality professional facial steamers and and vap 0vaone, vapor and aromatherapy technology options including a large variety of modern, digital and analog versions with pivoting and rotating arms, adjustable heights and made in North America.",PriceHigh,Professional Premium Facial Steamer Vaporizer,1,,,N,,,N,"<h1></h1><h1 style=""background-color: rgb(255, 255, 255);""></h1>","<h1></h1>We recommend the Blu Stream facial steamer because we have confidence in its quality and performance.  And if you are looking for a quality premium ""work horse"" of a steamer, then the Blu Stream facial steamer is for you. As you get to know the finer points of the Blu Stream, you will understand why. <br /><br />Here is what we love about the Blu Stream.  First, you can be assured that you are receiving a product that is UL certified and made in North America with a 2 year warranty.  We especially love the bio-compatible jar that is made of Resin (not plastic or glass) so it won't break and it is non-toxic.  The ""amber colored resin"" is the mark of a bio-compatible product.  No more cracked glass!  It also has Ozone and has a 20 minute timer with auto shut off.   These are just some of its great qualities.  Click on the product below to learn more!  <br /><h1 style=""background-color: rgb(255, 255, 255);""></h1>","Professional facial steamers, quality facial equipment, quality facial steamer, facial steamers, steamers with vapor, steamers with ozone, steamers with aromatherapy, steamers adjustable height, digital facial steamers, facial steamers that pivot, facial steamers that rotate, premium facial equipment",,,,N,N,N,N,Skincare & Facial,,3,7,4,,
416,373,Microdermabrasion,1,,,8/30/2015 08:12,,,,,10,N,N,N,N,N,N,N,N,,373,Microdermabrasion Machines,High quality and state of the art microdermabrasion machines and microderm instruments for sale with diamond tip head techonology for controlled exfoliation and skincare maintenance.,,Microdermabrasion Machines,1,,,N,,,N,,,"microdermabrasion machines, micro derm machines, microderm instruments, microderm machines, microdermabrasion machine with diamond tip head, microderm machine with diamond tip head",,,,N,N,N,N,Skincare & Facial,,3,7,4,,
417,100,Skincare & Facial,7,1,http://www.salondesign.luxury/category-s/373.htm,8/25/2015 16:49,,,,,,,,,,,,,,,100,,,,,1,,,N,,,N,,,,,,,N,N,,N,Beauty & Spa Furniture,,3,,3,,
418,269,Wax Warmers,4,,,3/13/2018 17:12,,,,,10,N,N,N,N,N,N,N,N,,269,Wax Warmers Roller Heaters,Modern roller wax warmer and waxing heater for standard and universal cartridges.,PriceLow,Wax Warmers Heaters,1,,,N,,,N,,,"Wax warmer, wax heater, wax warmer for cartridges, wax heater for cartridges, waxing warmer, waxing heater, roller wax machine, roller wax heater",,,,N,N,N,N,Make-up & Waxing,,3,7,4,,
419,268,Therapist Stools,9,,,3/13/2018 08:49,,,,,10,N,N,N,N,N,N,N,N,,268,Spa Technician Stools,High quality comfortable spa technician therapist and massage stools with ergonomic and back support with a wide selection and options for tech stools in the professional spa and massage environment.,PriceHigh,Spa Technician Therapist Stools,1,,,N,,,N,,,"spa tech stools, therapist stools, spa technician stools, spa therapist stools, massage stools, ergonomic tech stools, ergonomic technician stools, ergonomic massage therapist stools, comfortable massage therapist stools, comfortable tech spa stools",,,,N,N,N,N,Spa Furniture & Massage,,3,7,4,,
421,277,Sterilizers,1,,,10/11/2015 07:56,,,,,10,N,N,N,N,N,N,N,N,,277,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Electronics,,3,7,4,,
422,277,Facial Equipment,,,,10/11/2015 07:48,,,,,10,N,N,N,N,N,N,N,N,,277,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Electronics,,3,7,4,,
423,277,Facial Steamers,,,,7/21/2016 12:50,,,,,10,N,N,N,N,N,N,N,N,,277,Professional Spa Facial Steamers & Vaporizer Supplies,"Shop Michele Pelafas Inc. for many premium options in facial steamers, including the Ozone & portable machines ideal for home or personal use.",,Facial-Steamers,1,,,N,,,N,<p></p>,"<div class=""category-seo""><h1>Facial Steamers & Vaporizers</h1><p>If you're in the market for the best professional facial steamers, you've come to the right place. Michele Pelafas Inc. stocks a broad array of portable facial equipment, including steam vaporizers for faces and more. Every item in our selection is of the utmost quality and craftsmanship, and our top sellers are loaded with clever features that will enhance your salon or spa in a big way.</p><p>Whether you need facial spa supplies, an ozone facial machine or other facial steamers, you'll find what you need at competitive prices at Michele Pelafas Inc. Through our website, you can order the perfect steam vaporizer for face care to bring your clients an even better level of service. Our most popular vaporizers have useful features like roller bases, directional nozzles, timers and more. Take your pick from full-size, portable, tabletop and miniature models. Find the perfect solution, and place your order today!</p></div>",,,,,N,N,N,N,Electronics,,3,7,4,,
424,277,Wax Warmers,1,,,10/2/2015 21:05,,,,,10,N,N,N,N,N,N,N,N,,277,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Electronics,,3,7,4,,
425,277,Mag Lamps Infrared,0,1,,10/11/2015 07:49,,,,,10,N,N,N,N,N,N,N,N,,277,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Electronics,,3,7,4,,
427,322,Bath Accessories,2,,,9/4/2015 09:03,,,,,10,N,N,N,N,N,N,N,N,,322,,,,,1,,,N,,,N,,,,,,,N,N,N,N,Decorative Sinks & Faucets,,3,7,4,,
